Date of Purchase,Date of Install,User Segment,Item-Purchased,Session Time,Level Reached,Prior Purchases,Purchase Type,Promo Applied,Price (₹),Days Installed Before Last Purchase
2023-01-26,2022-12-31,0,3,127,37,3,0,0,199,26
2023-02-14,2023-01-25,0,9,56,23,2,0,0,585,20
2023-02-10,2023-01-20,0,4,122,35,3,1,0,808,21
2023-01-30,2023-01-12,0,9,57,1,0,0,0,541,18
2023-01-15,2022-12-28,1,7,22,39,6,0,0,295,18
2023-01-28,2023-01-14,1,9,118,15,9,0,1,560,14
2023-01-16,2022-12-24,0,8,124,31,3,1,1,548,23
2023-01-27,2023-01-08,0,0,13,29,3,0,0,160,19
2023-02-04,2023-01-14,0,4,165,5,5,1,0,881,21
2023-01-15,2023-01-02,0,7,18,23,1,0,0,262,13
2023-01-24,2023-01-12,0,7,63,28,4,0,1,222,12
2023-01-15,2023-01-09,1,0,151,9,14,0,1,144,6
2023-01-19,2023-01-10,1,5,52,37,0,0,0,51,9
2023-01-22,2023-01-15,1,3,176,7,15,0,0,217,7
2023-01-20,2023-01-13,0,6,9,5,2,0,0,167,7
2023-02-02,2023-01-15,0,6,114,27,5,0,0,192,18
2023-01-30,2023-01-11,0,3,76,34,3,0,0,249,19
2023-02-01,2023-01-31,0,0,66,22,1,0,1,157,1
2023-01-25,2023-01-01,0,4,168,31,4,1,0,862,24
2023-02-08,2023-01-11,0,5,90,37,5,0,0,49,28
2023-01-30,2023-01-08,1,7,49,33,8,0,0,291,22
2023-01-20,2022-12-30,1,0,60,27,2,0,0,167,21
2023-02-11,2023-01-12,1,1,16,24,2,0,0,94,30
2023-02-14,2023-02-10,0,8,80,36,1,1,0,556,4
2023-01-17,2023-01-10,0,8,139,1,1,1,0,516,7
2023-01-18,2022-12-23,2,8,70,12,13,1,1,454,26
2023-01-31,2023-01-10,0,5,67,34,4,0,1,99,21
2023-02-01,2023-01-31,2,0,152,33,3,0,0,107,1
2023-01-16,2023-01-15,0,4,54,37,1,1,0,928,1
2023-01-16,2022-12-30,2,5,29,25,4,0,1,86,17
2023-01-25,2023-01-14,0,0,16,21,4,0,0,154,11
2023-01-15,2022-12-23,2,1,160,11,14,0,1,89,23
2023-01-27,2023-01-01,0,5,48,22,0,0,1,87,26
2023-01-31,2023-01-16,0,9,166,12,4,0,1,633,15
2023-01-27,2023-01-07,1,7,163,2,4,0,0,292,20
2023-01-22,2023-01-18,0,0,168,4,3,0,1,104,4
2023-01-22,2023-01-17,1,2,93,37,5,0,0,361,5
2023-01-18,2023-01-17,0,0,173,13,1,0,0,141,1
2023-01-28,2022-12-31,0,8,24,38,3,1,0,479,28
2023-02-03,2023-01-14,1,0,63,36,12,0,1,139,20
2023-01-18,2023-01-17,0,6,8,17,3,0,0,151,1
2023-02-10,2023-02-08,1,2,141,39,3,0,0,486,2
2023-01-17,2022-12-20,0,8,73,18,3,1,0,490,28
2023-01-30,2023-01-01,0,7,158,20,3,0,0,204,29
2023-02-13,2023-01-20,0,8,34,34,2,1,0,577,24
2023-01-19,2022-12-23,1,2,136,37,1,0,1,369,27
2023-02-13,2023-01-21,0,3,94,23,2,0,0,235,23
2023-02-04,2023-01-08,2,2,168,19,9,0,0,417,27
2023-02-10,2023-01-19,1,0,119,4,12,0,0,189,22
2023-02-12,2023-02-09,1,4,30,40,5,1,1,864,3
2023-01-19,2023-01-15,1,2,102,40,11,0,0,459,4
2023-02-11,2023-02-10,0,6,127,37,2,0,1,152,1
2023-02-02,2023-01-26,1,6,94,9,3,0,0,244,7
2023-02-09,2023-01-25,1,5,138,19,4,0,0,68,15
2023-02-05,2023-01-08,0,0,93,23,2,0,1,172,28
2023-02-03,2023-01-29,0,2,174,11,3,0,1,408,5
2023-01-15,2022-12-18,0,1,122,28,4,0,0,81,28
2023-02-04,2023-01-07,0,5,69,4,5,0,1,96,28
2023-02-12,2023-02-08,0,7,173,6,3,0,1,212,4
2023-01-23,2023-01-07,0,5,129,38,4,0,0,68,16
2023-01-27,2023-01-15,1,4,59,36,6,1,1,835,12
2023-01-27,2023-01-25,0,2,27,39,1,0,1,482,2
2023-02-11,2023-01-17,2,2,38,23,14,0,1,410,25
2023-02-05,2023-01-21,0,5,65,14,0,0,0,66,15
2023-02-01,2023-01-07,0,7,112,5,4,0,0,232,25
2023-01-26,2023-01-06,2,2,40,9,2,0,1,456,20
2023-01-16,2022-12-19,1,4,119,23,2,1,0,850,28
2023-01-25,2023-01-24,2,3,33,5,8,0,0,224,1
2023-02-03,2023-01-15,0,4,161,33,4,1,1,878,19
2023-01-24,2023-01-02,1,8,153,10,15,1,1,410,22
2023-01-17,2023-01-14,0,7,120,28,1,0,1,258,3
2023-01-29,2023-01-05,0,8,38,2,1,1,0,533,24
2023-01-16,2022-12-26,1,3,57,11,15,0,0,222,21
2023-01-31,2023-01-30,0,5,170,6,0,0,1,57,1
2023-01-21,2023-01-10,0,8,168,12,0,1,1,501,11
2023-01-22,2023-01-17,0,8,66,2,0,1,0,467,5
2023-02-08,2023-01-25,0,0,155,14,1,0,1,144,14
2023-02-03,2023-01-11,1,4,95,23,14,1,0,838,23
2023-02-12,2023-02-06,0,0,155,14,0,0,0,168,6
2023-01-21,2023-01-08,0,4,21,1,3,1,1,900,13
2023-02-08,2023-02-05,0,8,107,11,1,1,0,411,3
2023-02-03,2023-01-28,0,8,103,15,5,1,0,599,6
2023-02-04,2023-01-15,0,4,83,27,4,1,0,953,20
2023-02-08,2023-01-19,0,5,156,31,0,0,0,68,20
2023-02-02,2023-01-11,0,2,16,33,0,0,0,404,22
2023-02-13,2023-02-12,0,2,145,4,0,0,0,495,1
2023-01-21,2023-01-11,0,2,107,33,3,0,0,416,10
2023-02-06,2023-01-19,0,1,55,10,0,0,0,80,18
2023-01-21,2023-01-18,0,7,110,37,2,0,0,293,3
2023-02-11,2023-01-15,0,1,168,14,3,0,0,90,27
2023-01-28,2023-01-19,0,4,64,35,1,1,0,844,9
2023-01-22,2023-01-21,1,3,78,23,14,0,0,242,1
2023-01-27,2023-01-25,0,5,163,30,0,0,0,61,2
2023-02-08,2023-01-29,1,4,148,8,8,1,1,845,10
2023-01-16,2023-01-02,0,9,180,30,4,0,0,680,14
2023-02-06,2023-01-11,0,9,131,15,5,0,1,593,26
2023-02-13,2023-01-29,1,2,37,34,14,0,0,402,15
2023-01-27,2022-12-31,0,3,57,36,3,0,0,243,27
2023-01-24,2023-01-14,0,3,84,4,5,0,0,224,10
2023-01-16,2023-01-04,0,2,56,7,0,0,1,399,12
2023-01-25,2023-01-22,0,2,52,35,3,0,1,416,3
2023-02-01,2023-01-25,1,6,167,25,9,0,1,203,7
2023-01-29,2023-01-24,0,1,24,5,5,0,0,81,5
2023-02-14,2023-01-17,1,4,118,22,1,1,0,989,28
2023-01-19,2023-01-03,0,6,70,30,3,0,1,215,16
2023-01-21,2023-01-17,0,5,14,28,3,0,0,78,4
2023-02-12,2023-02-06,0,0,165,34,1,0,1,185,6
2023-01-30,2023-01-16,0,4,56,8,4,1,1,869,14
2023-01-19,2022-12-27,0,7,128,4,5,0,1,271,23
2023-02-08,2023-01-25,2,7,115,5,0,0,0,206,14
2023-01-17,2023-01-15,0,5,20,29,1,0,0,52,2
2023-02-04,2023-01-18,1,0,172,28,12,0,0,104,17
2023-01-18,2022-12-28,0,8,20,22,4,1,0,544,21
2023-02-11,2023-01-26,0,2,64,35,4,0,1,436,16
2023-01-19,2023-01-12,1,8,101,15,9,1,1,546,7
2023-01-27,2023-01-01,1,6,104,28,13,0,1,192,26
2023-01-25,2022-12-30,0,5,52,39,1,0,0,91,26
2023-02-11,2023-01-18,1,6,97,15,11,0,0,155,24
2023-01-20,2023-01-08,1,0,80,5,12,0,0,152,12
2023-01-25,2023-01-18,0,7,95,31,1,0,1,202,7
2023-01-20,2022-12-29,1,4,111,27,8,1,1,838,22
2023-01-18,2023-01-06,0,6,18,24,1,0,0,159,12
2023-02-06,2023-01-18,0,5,44,26,5,0,0,75,19
2023-02-11,2023-01-23,1,5,151,37,14,0,0,86,19
2023-02-11,2023-02-05,0,5,58,2,4,0,0,84,6
2023-02-02,2023-01-05,0,8,132,3,0,1,0,576,28
2023-02-02,2023-01-18,1,7,141,28,4,0,0,258,15
2023-02-14,2023-01-31,1,1,69,15,7,0,1,98,14
2023-02-08,2023-02-01,1,6,161,35,4,0,0,197,7
2023-01-18,2022-12-25,0,7,58,11,5,0,1,205,24
2023-01-29,2023-01-22,0,5,104,12,5,0,0,50,7
2023-01-30,2023-01-17,0,1,100,1,1,0,0,81,13
2023-01-19,2022-12-27,0,0,78,14,5,0,1,132,23
2023-01-28,2023-01-03,0,1,35,4,4,0,0,89,25
2023-01-20,2022-12-28,0,1,73,7,0,0,1,86,23
2023-01-31,2023-01-11,0,7,49,22,1,0,1,222,20
2023-02-14,2023-01-31,0,4,24,11,3,1,0,878,14
2023-01-26,2023-01-13,1,9,96,3,7,0,0,515,13
2023-01-29,2023-01-17,1,8,141,19,12,1,0,534,12
2023-01-27,2023-01-14,2,2,178,19,14,0,0,466,13
2023-01-30,2023-01-23,0,7,44,8,4,0,0,230,7
2023-02-01,2023-01-20,0,9,31,2,1,0,0,515,12
2023-01-17,2022-12-29,0,6,146,5,3,0,0,159,19
2023-01-17,2023-01-16,0,3,166,6,3,0,0,208,1
2023-01-24,2022-12-31,1,3,149,21,12,0,1,204,24
2023-01-15,2023-01-05,0,4,128,1,5,1,1,976,10
2023-02-13,2023-02-06,0,4,130,8,4,1,1,998,7
2023-01-29,2023-01-14,1,2,82,29,6,0,0,390,15
2023-01-18,2023-01-15,1,3,71,17,0,0,0,241,3
2023-02-10,2023-01-25,0,4,70,2,0,1,0,865,16
2023-02-14,2023-01-21,0,6,176,12,2,0,1,232,24
2023-01-17,2023-01-11,1,8,49,30,2,1,0,487,6
2023-01-31,2023-01-08,1,8,23,22,0,1,0,557,23
2023-01-22,2023-01-03,1,5,6,2,5,0,0,50,19
2023-01-15,2022-12-30,1,4,37,40,1,1,0,882,16
2023-02-03,2023-01-11,0,5,75,32,2,0,0,98,23
2023-02-09,2023-01-27,0,3,72,34,3,0,0,230,13
2023-02-09,2023-01-10,1,9,128,16,3,0,1,640,30
2023-02-02,2023-01-13,1,7,145,28,2,0,1,264,20
2023-01-17,2023-01-07,0,5,16,8,1,0,0,74,10
2023-01-29,2023-01-03,0,2,72,29,0,0,0,472,26
2023-01-16,2022-12-18,2,6,51,13,12,0,0,206,29
2023-01-15,2022-12-19,0,6,36,2,2,0,1,170,27
2023-01-28,2023-01-01,0,7,9,36,0,0,1,259,27
2023-01-31,2023-01-09,0,0,42,18,0,0,0,191,22
2023-02-04,2023-01-09,0,3,137,24,2,0,0,226,26
2023-01-20,2023-01-14,2,7,131,7,1,0,0,242,6
2023-01-21,2023-01-01,1,2,140,7,11,0,0,381,20
2023-01-26,2023-01-07,0,8,160,37,3,1,0,568,19
2023-02-06,2023-01-09,1,1,89,13,13,0,0,81,28
2023-01-19,2022-12-20,0,7,71,12,1,0,0,252,30
2023-02-11,2023-01-12,0,6,31,9,0,0,0,239,30
2023-01-18,2022-12-29,0,2,128,35,2,0,0,364,20
2023-02-04,2023-01-15,0,5,148,5,3,0,0,83,20
2023-01-23,2023-01-09,2,2,124,27,1,0,0,486,14
2023-02-03,2023-01-18,0,2,108,11,4,0,0,407,16
2023-01-19,2022-12-21,1,2,124,37,7,0,0,453,29
2023-02-04,2023-01-29,0,4,178,34,3,1,1,830,6
2023-01-29,2022-12-30,0,1,91,31,0,0,1,91,30
2023-02-09,2023-01-28,2,8,148,30,3,1,0,544,12
2023-01-30,2023-01-18,0,9,75,3,5,0,0,570,12
2023-01-25,2023-01-01,1,2,42,6,2,0,1,396,24
2023-01-24,2023-01-08,0,8,101,36,0,1,0,414,16
2023-02-03,2023-01-05,0,5,171,3,0,0,0,91,29
2023-02-09,2023-02-06,1,2,53,6,10,0,0,486,3
2023-01-16,2023-01-08,0,6,173,2,2,0,1,233,8
2023-02-11,2023-02-09,1,7,14,14,7,0,1,267,2
2023-02-13,2023-01-26,0,5,39,17,4,0,1,71,18
2023-02-10,2023-02-04,0,3,91,24,2,0,0,242,6
2023-01-29,2023-01-05,0,2,158,18,3,0,0,493,24
2023-01-22,2023-01-17,1,9,60,38,13,0,1,559,5
2023-02-14,2023-01-15,0,4,11,8,4,1,0,924,30
2023-02-08,2023-02-06,0,9,125,28,4,0,0,690,2
2023-02-08,2023-01-19,1,4,172,23,1,1,1,829,20
2023-02-14,2023-01-30,1,9,65,6,7,0,0,677,15
2023-02-11,2023-01-31,0,2,94,19,4,0,1,356,11
2023-02-07,2023-01-12,0,8,70,39,5,1,0,584,26
2023-01-19,2023-01-15,0,8,16,30,2,1,1,583,4
2023-01-25,2023-01-08,1,8,45,29,8,1,1,466,17
2023-02-08,2023-01-09,1,5,130,21,9,0,0,74,30
2023-01-24,2023-01-23,2,8,89,16,14,1,1,531,1
2023-01-15,2022-12-23,0,9,70,2,3,0,0,641,23
2023-02-13,2023-02-03,0,7,156,10,3,0,0,210,10
2023-01-29,2023-01-14,0,1,26,24,4,0,0,80,15
2023-02-12,2023-01-14,0,4,84,4,1,1,0,857,29
2023-02-12,2023-02-05,0,0,72,5,5,0,1,171,7
2023-02-07,2023-01-21,0,4,178,28,4,1,1,872,17
2023-01-20,2023-01-16,0,4,148,27,0,1,1,971,4
2023-01-31,2023-01-29,2,4,123,38,12,1,1,960,2
2023-02-03,2023-01-29,1,3,81,29,6,0,1,205,5
2023-01-27,2023-01-13,1,2,69,11,12,0,0,458,14
2023-02-14,2023-01-19,1,0,151,15,11,0,0,142,26
2023-02-10,2023-01-26,0,4,82,3,1,1,0,853,15
2023-01-25,2023-01-04,1,9,179,28,6,0,0,681,21
2023-02-03,2023-01-18,1,2,128,27,9,0,1,466,16
2023-01-15,2023-01-10,0,2,90,33,2,0,1,460,5
2023-02-13,2023-01-17,0,2,59,40,1,0,0,484,27
2023-01-22,2023-01-01,0,6,118,9,5,0,0,184,21
2023-01-24,2023-01-16,0,8,134,29,0,1,1,519,8
2023-02-06,2023-02-01,0,9,156,10,1,0,1,510,5
2023-02-10,2023-01-17,0,2,62,8,5,0,0,463,24
2023-01-31,2023-01-29,0,8,161,5,0,1,1,518,2
2023-02-04,2023-01-27,0,4,100,38,1,1,0,990,8
2023-02-01,2023-01-04,1,8,28,3,8,1,0,494,28
2023-01-26,2023-01-09,1,4,180,34,8,1,0,956,17
2023-01-31,2023-01-26,0,1,48,4,5,0,0,96,5
2023-02-02,2023-01-04,0,5,76,18,4,0,0,74,29
2023-01-26,2022-12-28,0,5,111,8,3,0,0,92,29
2023-01-30,2023-01-10,0,2,43,32,2,0,0,378,20
2023-01-31,2023-01-20,2,9,116,29,3,0,0,579,11
2023-01-15,2023-01-05,0,8,40,4,0,1,1,490,10
2023-01-23,2023-01-16,1,0,94,38,2,0,1,153,7
2023-02-06,2023-02-01,0,3,135,40,4,0,0,222,5
2023-02-06,2023-01-14,0,2,92,26,2,0,0,357,23
2023-01-15,2022-12-30,0,5,11,9,1,0,1,68,16
2023-01-17,2022-12-26,0,5,128,35,4,0,0,97,22
2023-02-11,2023-01-21,1,3,55,18,15,0,0,216,21
2023-01-15,2023-01-07,1,0,88,12,15,0,0,101,8
2023-01-27,2023-01-07,0,1,124,12,1,0,0,89,20
2023-01-15,2022-12-21,0,7,130,30,1,0,0,287,25
2023-01-16,2022-12-18,1,9,25,27,7,0,0,588,29
2023-02-05,2023-02-02,0,6,44,37,5,0,0,236,3
2023-02-09,2023-01-10,2,4,58,18,8,1,0,834,30
2023-01-21,2023-01-16,0,4,161,7,2,1,0,907,5
2023-01-18,2022-12-29,2,1,90,33,2,0,1,79,20
2023-02-07,2023-01-30,0,6,113,13,2,0,0,191,8
2023-01-19,2023-01-06,1,7,55,30,9,0,0,232,13
2023-02-10,2023-01-18,1,6,150,33,0,0,0,196,23
2023-01-30,2023-01-18,1,8,126,10,13,1,0,417,12
2023-02-06,2023-02-05,1,6,139,11,12,0,0,192,1
2023-02-02,2023-01-31,0,4,127,21,4,1,0,930,2
2023-01-15,2022-12-26,0,7,159,39,4,0,1,273,20
2023-02-08,2023-01-13,0,9,51,35,2,0,0,650,26
2023-02-14,2023-01-15,0,1,146,27,3,0,0,99,30
2023-01-30,2023-01-04,0,8,145,37,3,1,0,405,26
2023-01-27,2023-01-05,1,2,75,16,5,0,0,387,22
2023-01-18,2023-01-16,0,2,64,8,2,0,0,411,2
2023-01-15,2022-12-31,0,2,147,40,1,0,0,428,15
2023-01-25,2023-01-10,0,9,146,29,1,0,0,637,15
2023-01-17,2022-12-24,1,7,77,25,12,0,0,263,24
2023-01-20,2023-01-01,0,0,164,4,0,0,1,182,19
2023-01-28,2023-01-10,0,4,153,13,0,1,1,887,18
2023-02-01,2023-01-08,0,8,138,3,5,1,0,545,24
2023-02-13,2023-02-02,1,9,76,38,11,0,1,578,11
2023-02-04,2023-01-14,0,8,93,10,1,1,0,411,21
2023-02-07,2023-02-01,0,5,178,11,5,0,0,62,6
2023-01-19,2023-01-02,0,0,165,8,4,0,0,198,17
2023-02-08,2023-02-05,1,0,7,3,5,0,1,138,3
2023-01-28,2023-01-03,0,8,100,33,4,1,0,434,25
2023-02-10,2023-01-19,0,9,36,15,4,0,0,622,22
2023-01-31,2023-01-07,0,6,46,17,5,0,1,171,24
2023-02-09,2023-02-07,0,3,136,1,4,0,1,226,2
2023-02-04,2023-01-17,0,8,170,39,1,1,0,525,18
2023-02-02,2023-01-04,2,2,96,24,8,0,1,386,29
2023-02-05,2023-01-27,2,2,31,21,10,0,0,368,9
2023-02-07,2023-01-12,0,1,125,15,3,0,1,94,26
2023-02-10,2023-01-29,1,4,176,27,12,1,1,981,12
2023-02-01,2023-01-13,0,2,100,7,0,0,1,452,19
2023-02-06,2023-01-10,1,0,50,32,0,0,1,101,27
2023-02-03,2023-01-06,0,3,61,31,4,0,0,225,28
2023-02-08,2023-01-26,0,2,116,18,4,0,0,396,13
2023-01-17,2022-12-21,0,3,29,10,1,0,0,248,27
2023-01-21,2022-12-27,0,8,72,26,1,1,1,550,25
2023-02-09,2023-01-11,1,0,93,16,0,0,0,137,29
2023-01-22,2023-01-20,0,2,80,7,3,0,0,369,2
2023-02-03,2023-01-04,2,5,68,26,12,0,0,95,30
2023-01-20,2022-12-23,0,8,78,24,2,1,1,565,28
2023-02-04,2023-01-08,0,1,36,18,5,0,0,95,27
2023-01-28,2023-01-09,0,6,66,19,3,0,0,226,19
2023-01-24,2023-01-01,0,6,113,38,3,0,1,157,23
2023-01-28,2023-01-19,0,2,48,26,3,0,0,405,9
2023-02-05,2023-01-24,0,3,93,36,5,0,0,246,12
2023-01-19,2022-12-25,1,9,177,17,7,0,1,545,25
2023-02-11,2023-01-19,0,9,15,33,1,0,1,502,23
2023-01-21,2023-01-16,1,0,142,37,9,0,1,117,5
2023-01-30,2023-01-11,1,5,104,12,14,0,0,98,19
2023-02-06,2023-02-05,0,1,62,7,4,0,0,85,1
2023-02-04,2023-01-07,0,0,168,29,0,0,0,176,28
2023-01-20,2022-12-21,0,0,158,25,5,0,1,186,30
2023-01-28,2023-01-17,0,5,110,11,3,0,1,73,11
2023-01-22,2023-01-07,0,6,169,2,1,0,0,224,15
2023-01-15,2023-01-12,0,7,18,17,1,0,0,229,3
2023-02-10,2023-01-16,0,5,10,24,2,0,1,59,25
2023-02-14,2023-01-20,0,1,77,37,4,0,0,97,25
2023-01-22,2022-12-26,2,0,52,31,8,0,0,183,27
2023-02-11,2023-01-31,0,5,34,16,5,0,0,81,11
2023-02-13,2023-02-05,0,6,159,16,5,0,1,210,8
2023-02-02,2023-01-29,0,2,45,1,1,0,0,435,4
2023-02-13,2023-01-22,2,2,150,39,15,0,0,432,22
2023-01-26,2022-12-29,0,7,164,27,0,0,0,254,28
2023-01-31,2023-01-05,1,5,151,30,9,0,0,66,26
2023-02-12,2023-02-08,0,7,123,18,5,0,0,202,4
2023-01-28,2023-01-12,1,7,88,2,4,0,0,274,16
2023-01-21,2022-12-30,0,6,70,38,3,0,0,222,22
2023-02-02,2023-01-31,2,6,59,31,9,0,0,198,2
2023-01-30,2023-01-12,1,5,100,15,7,0,0,94,18
2023-02-10,2023-01-27,0,6,130,3,1,0,0,150,14
2023-02-05,2023-01-31,1,0,115,11,7,0,0,101,5
2023-01-26,2023-01-08,0,1,157,36,0,0,0,86,18
2023-01-29,2023-01-16,1,5,180,13,6,0,1,90,13
2023-02-12,2023-01-28,0,2,14,8,4,0,1,406,15
2023-01-17,2023-01-05,0,7,42,34,0,0,0,229,12
2023-01-18,2023-01-13,2,9,43,16,14,0,0,537,5
2023-01-23,2022-12-25,0,0,149,38,0,0,0,104,29
2023-01-18,2022-12-19,1,7,84,19,1,0,0,270,30
2023-02-10,2023-01-15,0,3,65,30,0,0,0,226,26
2023-01-28,2023-01-17,0,5,82,26,2,0,0,50,11
2023-01-16,2022-12-22,0,1,30,1,1,0,0,86,25
2023-02-04,2023-01-13,0,4,37,20,1,1,1,843,22
2023-01-28,2023-01-17,1,5,103,29,0,0,0,95,11
2023-02-01,2023-01-06,0,8,103,11,4,1,0,472,26
2023-01-21,2023-01-17,0,5,47,38,2,0,0,69,4
2023-01-20,2022-12-30,0,0,150,36,0,0,0,126,21
2023-02-14,2023-02-02,0,6,64,15,3,0,0,164,12
2023-01-22,2022-12-25,1,8,42,25,7,1,0,591,28
2023-02-12,2023-02-10,1,4,78,15,14,1,1,871,2
2023-01-16,2023-01-11,0,2,144,20,4,0,0,355,5
2023-01-25,2023-01-07,1,3,36,15,14,0,1,217,18
2023-01-16,2022-12-24,0,8,16,30,5,1,1,533,23
2023-02-09,2023-02-06,0,2,42,7,2,0,1,387,3
2023-01-28,2023-01-12,0,9,94,25,0,0,0,640,16
2023-02-14,2023-02-05,0,3,153,21,3,0,0,241,9
2023-02-09,2023-01-16,1,1,64,24,7,0,0,96,24
2023-01-17,2023-01-05,0,2,30,5,4,0,1,453,12
2023-01-23,2022-12-25,1,1,65,17,4,0,0,91,29
2023-01-28,2023-01-26,0,5,67,27,5,0,1,53,2
2023-02-05,2023-01-31,0,3,28,8,2,0,0,212,5
2023-01-28,2023-01-15,0,7,150,24,2,0,0,278,13
2023-01-21,2022-12-31,1,8,15,20,3,1,0,510,21
2023-02-08,2023-01-10,0,2,27,37,2,0,0,430,29
2023-02-09,2023-01-15,1,4,159,20,13,1,0,850,25
2023-01-29,2022-12-31,0,2,166,21,2,0,1,358,29
2023-02-04,2023-01-11,0,8,10,14,1,1,0,415,24
2023-01-24,2023-01-17,1,2,26,39,8,0,0,388,7
2023-02-12,2023-01-24,1,6,163,17,0,0,0,182,19
2023-01-31,2023-01-22,0,5,23,15,2,0,0,63,9
2023-01-22,2023-01-07,0,4,43,4,4,1,0,917,15
2023-01-25,2023-01-09,0,7,85,12,2,0,1,285,16
2023-01-28,2023-01-27,0,2,132,12,1,0,0,358,1
2023-02-09,2023-01-30,1,5,47,30,11,0,0,64,10
2023-01-25,2023-01-14,1,8,99,35,4,1,0,579,11
2023-02-13,2023-01-16,0,1,24,35,5,0,0,83,28
2023-02-04,2023-01-25,0,4,5,9,5,1,0,877,10
2023-01-27,2022-12-28,0,7,90,36,0,0,0,215,30
2023-01-19,2022-12-23,0,2,176,22,0,0,0,354,27
2023-02-10,2023-02-03,0,6,100,20,4,0,0,230,7
2023-01-17,2023-01-06,0,7,67,22,4,0,0,275,11
2023-01-19,2023-01-16,0,5,63,36,1,0,0,70,3
2023-01-24,2023-01-07,1,1,170,2,2,0,0,80,17
2023-01-20,2022-12-24,0,3,8,40,4,0,1,233,27
2023-01-17,2022-12-23,0,3,26,11,0,0,0,242,25
2023-01-28,2023-01-19,0,2,57,8,4,0,0,485,9
2023-01-21,2022-12-31,1,5,30,25,13,0,0,82,21
2023-02-03,2023-01-14,0,4,35,2,0,1,0,800,20
2023-02-10,2023-01-18,0,5,171,33,5,0,0,59,23
2023-02-06,2023-01-20,0,3,83,29,2,0,0,212,17
2023-02-14,2023-02-05,0,6,8,9,5,0,1,232,9
2023-02-08,2023-01-19,0,1,79,40,1,0,0,93,20
2023-02-02,2023-01-16,0,5,136,12,2,0,0,70,17
2023-02-01,2023-01-04,0,2,17,22,4,0,0,421,28
2023-02-14,2023-02-08,0,3,30,11,3,0,1,231,6
2023-01-25,2023-01-17,0,3,100,38,1,0,0,231,8
2023-01-20,2022-12-27,1,6,137,33,12,0,0,182,24
2023-02-05,2023-01-11,0,2,116,2,0,0,0,364,25
2023-01-29,2023-01-17,0,6,171,5,2,0,1,219,12
2023-02-12,2023-02-02,0,9,48,7,4,0,0,554,10
2023-02-01,2023-01-13,0,2,70,12,3,0,0,497,19
2023-02-05,2023-01-08,0,7,87,2,0,0,1,221,28
2023-02-13,2023-01-22,1,5,34,39,7,0,0,86,22
2023-02-04,2023-01-13,0,8,135,37,0,1,1,461,22
2023-02-14,2023-02-09,0,8,36,6,2,1,0,586,5
2023-01-24,2023-01-17,1,7,100,2,4,0,0,204,7
2023-02-06,2023-01-13,1,0,77,29,1,0,0,115,24
2023-01-17,2022-12-26,1,0,139,29,13,0,1,150,22
2023-02-01,2023-01-17,0,2,43,28,1,0,1,422,15
2023-01-28,2023-01-21,2,5,47,29,1,0,1,99,7
2023-02-05,2023-01-26,0,2,147,10,2,0,0,405,10
2023-02-02,2023-01-18,2,3,53,33,0,0,0,211,15
2023-02-04,2023-01-30,0,2,118,30,4,0,0,351,5
2023-02-10,2023-02-01,2,9,8,12,15,0,0,521,9
2023-01-19,2023-01-06,0,9,102,7,1,0,0,524,13
2023-02-09,2023-01-17,2,8,14,28,7,1,1,548,23
2023-01-31,2023-01-24,0,3,107,7,4,0,0,239,7
2023-01-19,2022-12-31,1,4,65,12,4,1,0,853,19
2023-01-23,2023-01-19,0,1,147,5,3,0,0,85,4
2023-02-10,2023-02-06,2,9,155,39,10,0,1,524,4
2023-01-25,2023-01-08,0,1,97,30,4,0,1,89,17
2023-02-14,2023-02-06,2,1,108,40,4,0,0,84,8
2023-01-28,2023-01-07,2,1,129,18,10,0,1,81,21
2023-01-21,2023-01-02,1,7,138,39,10,0,1,224,19
2023-02-11,2023-02-03,0,3,56,9,3,0,1,213,8
2023-01-23,2023-01-09,0,9,102,23,5,0,0,597,14
2023-02-07,2023-01-12,0,8,153,32,0,1,0,555,26
2023-01-18,2022-12-22,1,8,157,3,8,1,0,473,27
2023-01-17,2023-01-11,0,8,45,40,3,1,1,583,6
2023-01-17,2022-12-19,1,9,154,38,7,0,0,534,29
2023-02-03,2023-01-21,0,2,57,8,2,0,0,444,13
2023-01-21,2023-01-09,1,5,119,40,4,0,0,91,12
2023-02-14,2023-02-10,1,8,128,20,8,1,0,436,4
2023-02-03,2023-01-30,0,1,124,16,1,0,0,84,4
2023-01-29,2023-01-11,0,8,36,25,3,1,0,424,18
2023-01-30,2023-01-04,0,6,136,31,5,0,0,234,26
2023-02-02,2023-01-09,0,1,87,24,4,0,1,84,24
2023-02-08,2023-01-23,1,7,142,13,8,0,0,262,16
2023-02-06,2023-01-31,1,5,151,28,10,0,0,74,6
2023-01-18,2022-12-31,0,6,109,6,4,0,1,185,18
2023-01-26,2023-01-13,1,6,53,37,6,0,0,173,13
2023-01-26,2023-01-25,1,9,65,14,13,0,0,658,1
2023-02-08,2023-02-06,0,0,71,6,1,0,1,184,2
2023-02-09,2023-01-11,1,8,133,29,11,1,1,501,29
2023-01-31,2023-01-27,0,9,143,19,2,0,0,676,4
2023-02-12,2023-01-13,0,9,155,19,3,0,0,554,30
2023-01-16,2023-01-08,0,5,44,11,2,0,0,51,8
2023-02-02,2023-01-16,0,3,115,35,4,0,0,202,17
2023-01-24,2023-01-19,0,2,99,31,5,0,0,491,5
