Date of Purchase,Date of Install,User Segment,Item-Purchased,Session Time,Level Reached,Prior Purchases,Purchase Type,Promo Applied,Price (₹)
28/01/2023,19/01/2023,Casual,Ultra Bundle,00h 47m,11,3,One-time,No,664
02/02/2023,08/01/2023,Casual,Ultra Bundle,01h 32m,27,1,One-time,No,581
17/01/2023,13/01/2023,Casual,Coin Pack - 1000,02h 16m,10,1,One-time,No,99
14/02/2023,30/01/2023,Casual,Limited-Time Offer Pack,01h 03m,23,5,One-time,Yes,75
02/02/2023,14/01/2023,Casual,Character Skin,02h 19m,36,4,One-time,No,145
05/02/2023,21/01/2023,Casual,Premium Weapon,02h 13m,24,1,One-time,No,234
22/01/2023,17/01/2023,Hardcore,Coin Pack - 1000,00h 50m,21,4,One-time,No,88
04/02/2023,12/01/2023,Casual,Lifetime Membership,02h 36m,32,5,Subscription,No,802
10/02/2023,11/01/2023,Casual,Lifetime Membership,01h 24m,2,3,Subscription,No,811
15/01/2023,08/01/2023,Hardcore,Premium Weapon,02h 39m,20,14,One-time,No,281
21/01/2023,09/01/2023,Casual,Ultra Bundle,00h 17m,37,5,One-time,No,576
31/01/2023,18/01/2023,Casual,Lifetime Membership,02h 25m,24,3,Subscription,Yes,844
04/02/2023,01/02/2023,Casual,Lifetime Membership,00h 13m,32,0,Subscription,No,805
25/01/2023,26/12/2022,Casual,Ultra Bundle,00h 25m,11,1,One-time,No,547
27/01/2023,24/01/2023,Casual,Character Skin,02h 52m,37,2,One-time,No,159
30/01/2023,16/01/2023,Casual,Limited-Time Offer Pack,01h 35m,36,3,One-time,No,90
14/02/2023,21/01/2023,Casual,Character Skin,00h 42m,8,2,One-time,No,100
02/02/2023,16/01/2023,Hardcore,Limited-Time Offer Pack,02h 35m,18,11,One-time,Yes,96
06/02/2023,21/01/2023,Casual,Season Pass,00h 54m,5,3,Subscription,No,407
01/02/2023,25/01/2023,Hardcore,Coin Pack - 1000,02h 49m,40,11,One-time,No,89
19/01/2023,14/01/2023,Casual,Coin Pack - 10000,01h 33m,13,1,One-time,Yes,359
02/02/2023,24/01/2023,Casual,Limited-Time Offer Pack,00h 23m,8,2,One-time,No,71
03/02/2023,24/01/2023,Hardcore,Coin Pack - 5000,01h 37m,19,10,One-time,Yes,213
22/01/2023,12/01/2023,Casual,Coin Pack - 5000,02h 29m,30,3,One-time,No,228
25/01/2023,13/01/2023,Casual,Premium Weapon,02h 42m,25,5,One-time,No,239
07/02/2023,26/01/2023,Hardcore,Power-Up Bundle,01h 20m,3,1,One-time,No,197
07/02/2023,05/02/2023,Hardcore,Coin Pack - 5000,00h 30m,34,12,One-time,No,235
29/01/2023,15/01/2023,Hardcore,Lifetime Membership,00h 28m,22,3,Subscription,No,863
11/02/2023,04/02/2023,Casual,Coin Pack - 10000,02h 49m,37,3,One-time,No,405
19/01/2023,31/12/2022,Casual,Limited-Time Offer Pack,02h 55m,2,0,One-time,Yes,55
22/01/2023,15/01/2023,Casual,Season Pass,02h 36m,18,1,Subscription,No,413
04/02/2023,30/01/2023,Casual,Character Skin,02h 56m,14,0,One-time,Yes,130
11/02/2023,10/02/2023,Hardcore,Power-Up Bundle,02h 32m,31,7,One-time,No,150
05/02/2023,27/01/2023,Casual,Premium Weapon,00h 23m,38,3,One-time,No,203
13/02/2023,16/01/2023,Casual,Ultra Bundle,02h 46m,18,5,One-time,Yes,616
31/01/2023,11/01/2023,Casual,Lifetime Membership,00h 45m,38,0,Subscription,No,845
06/02/2023,30/01/2023,Whales,Ultra Bundle,00h 52m,39,8,One-time,No,661
03/02/2023,11/01/2023,Hardcore,Ultra Bundle,01h 04m,10,10,One-time,Yes,622
17/01/2023,01/01/2023,Hardcore,Limited-Time Offer Pack,01h 26m,4,13,One-time,No,62
25/01/2023,23/01/2023,Casual,Season Pass,02h 32m,2,4,Subscription,No,461
18/01/2023,10/01/2023,Hardcore,Lifetime Membership,01h 13m,16,11,Subscription,No,801
11/02/2023,29/01/2023,Hardcore,Premium Weapon,02h 58m,31,12,One-time,No,251
21/01/2023,13/01/2023,Hardcore,Season Pass,00h 49m,8,5,Subscription,Yes,522
06/02/2023,19/01/2023,Whales,Coin Pack - 10000,01h 12m,8,3,One-time,No,419
28/01/2023,02/01/2023,Hardcore,Coin Pack - 10000,01h 00m,12,9,One-time,Yes,426
23/01/2023,03/01/2023,Hardcore,Power-Up Bundle,02h 53m,36,11,One-time,No,203
31/01/2023,29/01/2023,Hardcore,Premium Weapon,01h 30m,35,1,One-time,Yes,273
19/01/2023,08/01/2023,Casual,Premium Weapon,02h 34m,2,3,One-time,Yes,234
28/01/2023,30/12/2022,Casual,Coin Pack - 1000,00h 39m,6,1,One-time,No,99
08/02/2023,05/02/2023,Casual,Coin Pack - 1000,01h 53m,18,1,One-time,No,79
27/01/2023,15/01/2023,Casual,Coin Pack - 10000,01h 16m,29,2,One-time,No,387
18/01/2023,06/01/2023,Casual,Lifetime Membership,02h 23m,40,3,Subscription,No,959
14/02/2023,26/01/2023,Hardcore,Premium Weapon,00h 31m,14,10,One-time,Yes,250
14/02/2023,08/02/2023,Hardcore,Season Pass,01h 50m,1,10,Subscription,No,445
27/01/2023,14/01/2023,Casual,Character Skin,02h 17m,26,1,One-time,No,138
11/02/2023,13/01/2023,Hardcore,Season Pass,02h 48m,6,5,Subscription,No,448
31/01/2023,30/01/2023,Whales,Ultra Bundle,01h 39m,18,1,One-time,No,690
18/01/2023,08/01/2023,Casual,Premium Weapon,01h 30m,20,5,One-time,No,210
01/02/2023,27/01/2023,Casual,Power-Up Bundle,00h 55m,17,1,One-time,No,174
20/01/2023,04/01/2023,Casual,Coin Pack - 5000,02h 53m,35,2,One-time,No,208
21/01/2023,11/01/2023,Casual,Limited-Time Offer Pack,02h 21m,29,3,One-time,No,64
06/02/2023,31/01/2023,Casual,Coin Pack - 5000,02h 25m,27,0,One-time,No,235
06/02/2023,01/02/2023,Casual,Ultra Bundle,01h 18m,8,0,One-time,No,639
24/01/2023,06/01/2023,Hardcore,Character Skin,01h 09m,9,13,One-time,No,149
24/01/2023,08/01/2023,Hardcore,Power-Up Bundle,01h 52m,14,7,One-time,Yes,242
17/01/2023,22/12/2022,Casual,Season Pass,02h 05m,33,2,Subscription,No,520
22/01/2023,31/12/2022,Casual,Coin Pack - 1000,01h 39m,2,5,One-time,Yes,81
01/02/2023,18/01/2023,Whales,Power-Up Bundle,02h 56m,39,5,One-time,No,237
24/01/2023,05/01/2023,Casual,Ultra Bundle,02h 23m,23,2,One-time,Yes,636
29/01/2023,25/01/2023,Casual,Premium Weapon,00h 21m,3,1,One-time,Yes,262
21/01/2023,19/01/2023,Hardcore,Ultra Bundle,01h 55m,4,12,One-time,Yes,521
07/02/2023,17/01/2023,Casual,Limited-Time Offer Pack,00h 15m,8,1,One-time,No,83
18/01/2023,08/01/2023,Casual,Coin Pack - 1000,02h 06m,13,1,One-time,No,99
19/01/2023,17/01/2023,Hardcore,Coin Pack - 5000,00h 52m,8,9,One-time,No,238
01/02/2023,03/01/2023,Casual,Premium Weapon,02h 53m,5,0,One-time,No,290
28/01/2023,14/01/2023,Casual,Premium Weapon,02h 54m,5,4,One-time,No,263
06/02/2023,20/01/2023,Casual,Power-Up Bundle,01h 18m,24,5,One-time,No,237
17/01/2023,15/01/2023,Casual,Coin Pack - 1000,01h 13m,29,1,One-time,Yes,92
31/01/2023,30/01/2023,Casual,Premium Weapon,00h 28m,27,1,One-time,No,217
26/01/2023,06/01/2023,Casual,Coin Pack - 10000,02h 09m,7,5,One-time,Yes,498
15/01/2023,26/12/2022,Hardcore,Coin Pack - 10000,02h 15m,4,3,One-time,No,474
30/01/2023,13/01/2023,Casual,Coin Pack - 10000,02h 57m,4,2,One-time,No,375
04/02/2023,27/01/2023,Casual,Ultra Bundle,00h 33m,2,1,One-time,No,612
20/01/2023,21/12/2022,Casual,Coin Pack - 5000,02h 00m,5,0,One-time,Yes,201
30/01/2023,03/01/2023,Casual,Premium Weapon,00h 07m,13,2,One-time,Yes,206
03/02/2023,08/01/2023,Hardcore,Limited-Time Offer Pack,01h 16m,29,14,One-time,No,98
20/01/2023,22/12/2022,Casual,Coin Pack - 1000,01h 43m,18,3,One-time,No,97
08/02/2023,06/02/2023,Whales,Season Pass,00h 53m,25,14,Subscription,Yes,437
06/02/2023,14/01/2023,Casual,Premium Weapon,00h 45m,39,4,One-time,Yes,295
14/02/2023,18/01/2023,Casual,Coin Pack - 10000,00h 21m,4,4,One-time,No,416
24/01/2023,23/01/2023,Whales,Coin Pack - 10000,01h 12m,34,15,One-time,Yes,402
22/01/2023,14/01/2023,Hardcore,Power-Up Bundle,02h 45m,27,4,One-time,No,177
31/01/2023,14/01/2023,Whales,Power-Up Bundle,02h 24m,22,14,One-time,Yes,168
30/01/2023,20/01/2023,Casual,Coin Pack - 5000,02h 46m,8,0,One-time,No,217
05/02/2023,10/01/2023,Casual,Ultra Bundle,01h 57m,11,0,One-time,Yes,624
29/01/2023,13/01/2023,Casual,Season Pass,02h 34m,32,3,Subscription,No,474
31/01/2023,07/01/2023,Hardcore,Power-Up Bundle,02h 24m,17,6,One-time,Yes,218
31/01/2023,19/01/2023,Casual,Limited-Time Offer Pack,02h 19m,29,0,One-time,No,75
28/01/2023,11/01/2023,Hardcore,Limited-Time Offer Pack,02h 45m,34,12,One-time,Yes,73
18/01/2023,03/01/2023,Casual,Season Pass,02h 48m,20,4,Subscription,Yes,508
30/01/2023,03/01/2023,Casual,Premium Weapon,00h 14m,16,3,One-time,No,215
21/01/2023,01/01/2023,Hardcore,Limited-Time Offer Pack,01h 29m,26,1,One-time,No,82
05/02/2023,18/01/2023,Casual,Power-Up Bundle,00h 28m,12,1,One-time,No,198
15/01/2023,22/12/2022,Whales,Premium Weapon,00h 56m,11,11,One-time,No,205
12/02/2023,01/02/2023,Casual,Limited-Time Offer Pack,02h 21m,6,5,One-time,No,97
31/01/2023,04/01/2023,Casual,Limited-Time Offer Pack,02h 16m,25,2,One-time,No,73
04/02/2023,07/01/2023,Casual,Coin Pack - 1000,01h 04m,2,0,One-time,No,91
15/01/2023,02/01/2023,Casual,Power-Up Bundle,02h 15m,32,2,One-time,No,209
03/02/2023,05/01/2023,Hardcore,Premium Weapon,01h 47m,28,12,One-time,Yes,271
27/01/2023,22/01/2023,Casual,Coin Pack - 5000,00h 10m,23,2,One-time,No,240
19/01/2023,07/01/2023,Casual,Ultra Bundle,02h 47m,15,1,One-time,No,584
18/01/2023,11/01/2023,Casual,Coin Pack - 1000,02h 53m,21,3,One-time,No,97
18/01/2023,14/01/2023,Whales,Premium Weapon,02h 41m,40,9,One-time,No,234
04/02/2023,17/01/2023,Hardcore,Ultra Bundle,01h 43m,8,4,One-time,No,532
10/02/2023,05/02/2023,Casual,Season Pass,01h 39m,18,3,Subscription,No,549
03/02/2023,29/01/2023,Hardcore,Power-Up Bundle,01h 19m,38,11,One-time,No,189
03/02/2023,13/01/2023,Casual,Coin Pack - 10000,02h 24m,31,3,One-time,No,429
23/01/2023,03/01/2023,Casual,Limited-Time Offer Pack,01h 55m,11,2,One-time,No,87
04/02/2023,22/01/2023,Hardcore,Power-Up Bundle,02h 43m,30,4,One-time,No,191
24/01/2023,06/01/2023,Hardcore,Premium Weapon,00h 30m,2,8,One-time,Yes,290
27/01/2023,28/12/2022,Casual,Lifetime Membership,00h 30m,2,5,Subscription,No,998
09/02/2023,08/02/2023,Casual,Limited-Time Offer Pack,00h 42m,1,3,One-time,Yes,66
06/02/2023,23/01/2023,Casual,Lifetime Membership,00h 55m,28,3,Subscription,No,868
06/02/2023,24/01/2023,Hardcore,Premium Weapon,01h 58m,36,12,One-time,Yes,226
30/01/2023,10/01/2023,Casual,Coin Pack - 10000,02h 57m,8,4,One-time,No,434
06/02/2023,13/01/2023,Hardcore,Ultra Bundle,00h 47m,11,10,One-time,No,601
31/01/2023,02/01/2023,Casual,Ultra Bundle,01h 20m,14,3,One-time,No,567
26/01/2023,16/01/2023,Casual,Coin Pack - 5000,02h 16m,38,4,One-time,No,240
22/01/2023,21/01/2023,Whales,Ultra Bundle,00h 07m,27,4,One-time,No,551
31/01/2023,08/01/2023,Hardcore,Limited-Time Offer Pack,02h 57m,12,13,One-time,No,54
21/01/2023,09/01/2023,Casual,Ultra Bundle,00h 06m,1,4,One-time,No,507
09/02/2023,01/02/2023,Whales,Limited-Time Offer Pack,01h 42m,2,0,One-time,Yes,95
19/01/2023,18/01/2023,Casual,Power-Up Bundle,01h 28m,18,4,One-time,No,156
31/01/2023,07/01/2023,Whales,Coin Pack - 5000,02h 11m,18,15,One-time,No,232
24/01/2023,26/12/2022,Hardcore,Coin Pack - 5000,02h 25m,15,6,One-time,Yes,202
08/02/2023,18/01/2023,Casual,Power-Up Bundle,01h 51m,34,5,One-time,Yes,212
01/02/2023,27/01/2023,Casual,Season Pass,02h 37m,11,1,Subscription,No,486
01/02/2023,23/01/2023,Casual,Season Pass,02h 16m,39,2,Subscription,Yes,563
27/01/2023,30/12/2022,Hardcore,Premium Weapon,01h 53m,13,7,One-time,Yes,207
24/01/2023,04/01/2023,Whales,Coin Pack - 10000,02h 17m,5,11,One-time,No,386
01/02/2023,13/01/2023,Casual,Coin Pack - 5000,02h 58m,10,5,One-time,Yes,209
09/02/2023,19/01/2023,Hardcore,Coin Pack - 1000,01h 12m,8,2,One-time,No,99
17/01/2023,07/01/2023,Casual,Coin Pack - 1000,02h 15m,3,0,One-time,Yes,92
05/02/2023,06/01/2023,Casual,Power-Up Bundle,00h 06m,6,4,One-time,No,197
14/02/2023,06/02/2023,Hardcore,Coin Pack - 10000,01h 19m,19,3,One-time,Yes,458
07/02/2023,28/01/2023,Whales,Ultra Bundle,00h 09m,35,3,One-time,Yes,664
17/01/2023,19/12/2022,Whales,Character Skin,02h 42m,9,13,One-time,Yes,153
01/02/2023,20/01/2023,Casual,Ultra Bundle,01h 34m,10,5,One-time,No,691
14/02/2023,17/01/2023,Casual,Lifetime Membership,00h 55m,26,5,Subscription,No,993
26/01/2023,02/01/2023,Casual,Limited-Time Offer Pack,00h 31m,21,3,One-time,No,75
11/02/2023,07/02/2023,Hardcore,Limited-Time Offer Pack,02h 28m,5,12,One-time,Yes,67
12/02/2023,19/01/2023,Casual,Season Pass,00h 58m,24,5,Subscription,No,416
06/02/2023,28/01/2023,Whales,Power-Up Bundle,01h 35m,17,14,One-time,Yes,236
15/01/2023,20/12/2022,Casual,Limited-Time Offer Pack,01h 07m,13,1,One-time,Yes,83
18/01/2023,12/01/2023,Casual,Power-Up Bundle,01h 51m,9,5,One-time,No,183
23/01/2023,21/01/2023,Casual,Ultra Bundle,02h 48m,23,1,One-time,Yes,510
05/02/2023,09/01/2023,Casual,Limited-Time Offer Pack,02h 27m,2,3,One-time,No,91
29/01/2023,27/01/2023,Hardcore,Coin Pack - 1000,02h 28m,13,9,One-time,No,79
27/01/2023,05/01/2023,Hardcore,Limited-Time Offer Pack,01h 09m,37,15,One-time,No,56
01/02/2023,29/01/2023,Hardcore,Limited-Time Offer Pack,01h 03m,1,12,One-time,Yes,64
28/01/2023,07/01/2023,Casual,Coin Pack - 5000,01h 57m,17,2,One-time,Yes,234
07/02/2023,08/01/2023,Casual,Coin Pack - 5000,02h 03m,17,1,One-time,No,226
05/02/2023,16/01/2023,Casual,Limited-Time Offer Pack,01h 02m,15,5,One-time,No,97
06/02/2023,30/01/2023,Casual,Character Skin,02h 11m,10,5,One-time,Yes,123
03/02/2023,23/01/2023,Hardcore,Coin Pack - 10000,01h 20m,38,7,One-time,No,468
30/01/2023,08/01/2023,Casual,Coin Pack - 10000,02h 39m,23,2,One-time,Yes,350
29/01/2023,26/01/2023,Casual,Coin Pack - 5000,01h 52m,17,3,One-time,No,212
28/01/2023,17/01/2023,Hardcore,Ultra Bundle,02h 32m,24,4,One-time,No,672
27/01/2023,10/01/2023,Hardcore,Lifetime Membership,01h 14m,24,1,Subscription,No,810
13/02/2023,18/01/2023,Casual,Ultra Bundle,00h 59m,2,1,One-time,No,597
04/02/2023,23/01/2023,Casual,Season Pass,02h 21m,39,2,Subscription,No,546
16/01/2023,25/12/2022,Hardcore,Coin Pack - 5000,01h 15m,29,11,One-time,No,232
29/01/2023,15/01/2023,Casual,Power-Up Bundle,01h 09m,21,0,One-time,No,225
24/01/2023,27/12/2022,Casual,Premium Weapon,01h 06m,40,2,One-time,No,284
27/01/2023,01/01/2023,Casual,Coin Pack - 1000,02h 02m,8,3,One-time,No,88
09/02/2023,02/02/2023,Hardcore,Coin Pack - 5000,01h 26m,2,7,One-time,No,232
21/01/2023,30/12/2022,Hardcore,Limited-Time Offer Pack,02h 30m,16,3,One-time,No,97
26/01/2023,20/01/2023,Casual,Premium Weapon,02h 58m,35,4,One-time,No,212
03/02/2023,14/01/2023,Casual,Character Skin,02h 24m,5,3,One-time,Yes,185
17/01/2023,27/12/2022,Casual,Coin Pack - 1000,01h 14m,12,1,One-time,Yes,83
01/02/2023,05/01/2023,Hardcore,Coin Pack - 10000,02h 11m,6,4,One-time,No,423
01/02/2023,29/01/2023,Casual,Season Pass,02h 14m,9,0,Subscription,No,474
25/01/2023,22/01/2023,Casual,Lifetime Membership,00h 41m,18,5,Subscription,No,984
19/01/2023,17/01/2023,Hardcore,Power-Up Bundle,02h 39m,37,8,One-time,No,244
04/02/2023,09/01/2023,Casual,Coin Pack - 10000,01h 06m,40,1,One-time,No,498
15/01/2023,29/12/2022,Casual,Coin Pack - 1000,02h 47m,35,5,One-time,No,85
08/02/2023,24/01/2023,Casual,Premium Weapon,02h 15m,29,2,One-time,No,296
02/02/2023,10/01/2023,Hardcore,Premium Weapon,00h 09m,14,9,One-time,Yes,215
11/02/2023,10/02/2023,Hardcore,Coin Pack - 10000,01h 56m,12,6,One-time,No,469
06/02/2023,27/01/2023,Whales,Lifetime Membership,02h 45m,38,4,Subscription,No,907
28/01/2023,26/01/2023,Casual,Premium Weapon,01h 21m,28,2,One-time,No,288
02/02/2023,09/01/2023,Casual,Season Pass,02h 48m,22,1,Subscription,No,477
08/02/2023,10/01/2023,Casual,Premium Weapon,02h 56m,40,3,One-time,No,279
09/02/2023,07/02/2023,Casual,Lifetime Membership,02h 24m,12,5,Subscription,No,870
20/01/2023,17/01/2023,Casual,Power-Up Bundle,00h 27m,32,3,One-time,No,177
31/01/2023,21/01/2023,Casual,Season Pass,01h 54m,33,4,Subscription,No,550
29/01/2023,05/01/2023,Casual,Coin Pack - 1000,02h 29m,12,1,One-time,Yes,99
16/01/2023,26/12/2022,Casual,Coin Pack - 10000,02h 01m,29,4,One-time,No,394
07/02/2023,02/02/2023,Casual,Power-Up Bundle,00h 17m,31,4,One-time,No,158
31/01/2023,06/01/2023,Casual,Ultra Bundle,01h 24m,3,3,One-time,Yes,575
31/01/2023,20/01/2023,Casual,Premium Weapon,02h 03m,21,1,One-time,No,212
18/01/2023,13/01/2023,Casual,Season Pass,01h 10m,5,3,Subscription,No,463
28/01/2023,09/01/2023,Casual,Ultra Bundle,01h 35m,5,3,One-time,No,546
05/02/2023,06/01/2023,Casual,Coin Pack - 10000,02h 21m,8,4,One-time,No,354
26/01/2023,12/01/2023,Whales,Coin Pack - 5000,02h 14m,18,11,One-time,No,206
23/01/2023,29/12/2022,Hardcore,Premium Weapon,01h 28m,20,5,One-time,No,255
21/01/2023,29/12/2022,Hardcore,Character Skin,00h 53m,37,7,One-time,No,197
23/01/2023,01/01/2023,Hardcore,Coin Pack - 1000,02h 20m,12,10,One-time,Yes,87
29/01/2023,04/01/2023,Whales,Character Skin,01h 15m,9,1,One-time,No,116
14/02/2023,29/01/2023,Casual,Premium Weapon,02h 19m,31,3,One-time,Yes,203
02/02/2023,25/01/2023,Casual,Coin Pack - 5000,02h 06m,6,0,One-time,Yes,226
12/02/2023,26/01/2023,Hardcore,Coin Pack - 5000,01h 04m,36,15,One-time,Yes,225
26/01/2023,24/01/2023,Casual,Coin Pack - 1000,01h 50m,3,5,One-time,No,85
06/02/2023,19/01/2023,Casual,Lifetime Membership,01h 11m,32,5,Subscription,No,969
23/01/2023,14/01/2023,Casual,Coin Pack - 1000,00h 56m,20,3,One-time,Yes,81
04/02/2023,20/01/2023,Casual,Coin Pack - 1000,02h 13m,16,4,One-time,Yes,98
28/01/2023,21/01/2023,Hardcore,Season Pass,00h 23m,14,1,Subscription,No,406
31/01/2023,08/01/2023,Casual,Ultra Bundle,02h 00m,1,4,One-time,Yes,523
04/02/2023,31/01/2023,Casual,Coin Pack - 5000,01h 14m,23,1,One-time,Yes,235
28/01/2023,29/12/2022,Whales,Premium Weapon,02h 26m,4,10,One-time,No,259
13/02/2023,19/01/2023,Casual,Premium Weapon,01h 44m,18,0,One-time,Yes,245
09/02/2023,28/01/2023,Hardcore,Power-Up Bundle,00h 46m,6,11,One-time,No,180
07/02/2023,21/01/2023,Casual,Limited-Time Offer Pack,00h 32m,23,0,One-time,Yes,51
03/02/2023,16/01/2023,Hardcore,Limited-Time Offer Pack,02h 32m,18,13,One-time,No,99
18/01/2023,31/12/2022,Hardcore,Season Pass,01h 14m,33,14,Subscription,No,448
07/02/2023,21/01/2023,Hardcore,Limited-Time Offer Pack,02h 26m,1,2,One-time,Yes,88
02/02/2023,13/01/2023,Whales,Character Skin,00h 43m,8,11,One-time,No,105
25/01/2023,20/01/2023,Casual,Premium Weapon,02h 18m,8,1,One-time,No,233
15/01/2023,27/12/2022,Hardcore,Ultra Bundle,01h 12m,3,10,One-time,No,538
26/01/2023,28/12/2022,Casual,Power-Up Bundle,00h 11m,25,3,One-time,No,227
29/01/2023,06/01/2023,Casual,Ultra Bundle,02h 56m,5,1,One-time,No,672
23/01/2023,31/12/2022,Casual,Coin Pack - 10000,02h 59m,35,2,One-time,No,379
19/01/2023,21/12/2022,Casual,Power-Up Bundle,02h 24m,6,2,One-time,No,211
30/01/2023,19/01/2023,Casual,Coin Pack - 5000,00h 15m,34,1,One-time,No,246
31/01/2023,14/01/2023,Whales,Season Pass,01h 45m,9,9,Subscription,Yes,424
16/01/2023,11/01/2023,Hardcore,Lifetime Membership,01h 43m,9,5,Subscription,No,820
20/01/2023,21/12/2022,Casual,Ultra Bundle,02h 08m,38,3,One-time,Yes,656
13/02/2023,05/02/2023,Casual,Coin Pack - 10000,02h 16m,8,5,One-time,No,368
23/01/2023,20/01/2023,Hardcore,Power-Up Bundle,01h 26m,2,4,One-time,Yes,235
31/01/2023,05/01/2023,Hardcore,Coin Pack - 1000,01h 33m,2,15,One-time,No,93
06/02/2023,08/01/2023,Hardcore,Season Pass,00h 08m,21,2,Subscription,No,579
18/01/2023,14/01/2023,Casual,Premium Weapon,02h 16m,40,1,One-time,No,254
03/02/2023,14/01/2023,Casual,Premium Weapon,01h 21m,39,1,One-time,No,273
09/02/2023,16/01/2023,Casual,Coin Pack - 1000,01h 43m,7,3,One-time,No,96
05/02/2023,10/01/2023,Casual,Lifetime Membership,02h 01m,38,3,Subscription,No,948
22/01/2023,03/01/2023,Casual,Ultra Bundle,01h 35m,31,3,One-time,Yes,574
19/01/2023,12/01/2023,Casual,Power-Up Bundle,01h 29m,19,0,One-time,Yes,173
25/01/2023,16/01/2023,Hardcore,Coin Pack - 5000,01h 31m,35,13,One-time,No,238
25/01/2023,11/01/2023,Casual,Season Pass,02h 38m,24,5,Subscription,No,424
21/01/2023,09/01/2023,Whales,Premium Weapon,00h 45m,40,6,One-time,Yes,224
13/02/2023,18/01/2023,Casual,Coin Pack - 10000,01h 16m,9,3,One-time,No,428
28/01/2023,17/01/2023,Hardcore,Ultra Bundle,01h 35m,39,15,One-time,No,680
13/02/2023,18/01/2023,Hardcore,Power-Up Bundle,01h 41m,7,12,One-time,No,160
23/01/2023,30/12/2022,Casual,Coin Pack - 10000,02h 16m,33,1,One-time,Yes,398
30/01/2023,11/01/2023,Casual,Coin Pack - 10000,02h 42m,20,1,One-time,Yes,463
17/01/2023,13/01/2023,Casual,Coin Pack - 1000,00h 39m,13,3,One-time,Yes,97
04/02/2023,16/01/2023,Casual,Coin Pack - 1000,01h 50m,10,0,One-time,Yes,82
15/01/2023,07/01/2023,Casual,Coin Pack - 5000,01h 27m,14,4,One-time,No,206
04/02/2023,31/01/2023,Casual,Season Pass,00h 08m,27,1,Subscription,Yes,413
25/01/2023,18/01/2023,Hardcore,Coin Pack - 10000,00h 25m,24,4,One-time,No,400
22/01/2023,03/01/2023,Hardcore,Coin Pack - 1000,02h 53m,10,12,One-time,Yes,98
30/01/2023,09/01/2023,Hardcore,Power-Up Bundle,02h 31m,33,11,One-time,No,207
10/02/2023,07/02/2023,Casual,Limited-Time Offer Pack,00h 22m,29,5,One-time,No,63
28/01/2023,31/12/2022,Hardcore,Premium Weapon,01h 42m,28,0,One-time,Yes,273
06/02/2023,23/01/2023,Casual,Coin Pack - 10000,01h 58m,18,3,One-time,No,498
26/01/2023,13/01/2023,Casual,Coin Pack - 5000,02h 56m,31,0,One-time,No,241
24/01/2023,06/01/2023,Casual,Season Pass,02h 41m,34,3,Subscription,No,499
07/02/2023,24/01/2023,Casual,Coin Pack - 5000,02h 41m,4,1,One-time,No,226
19/01/2023,13/01/2023,Casual,Premium Weapon,01h 46m,2,1,One-time,Yes,282
12/02/2023,27/01/2023,Hardcore,Coin Pack - 1000,01h 04m,2,1,One-time,Yes,97
14/02/2023,10/02/2023,Casual,Premium Weapon,00h 38m,6,5,One-time,No,204
30/01/2023,19/01/2023,Casual,Coin Pack - 1000,02h 40m,21,5,One-time,No,81
12/02/2023,06/02/2023,Hardcore,Character Skin,00h 54m,11,5,One-time,No,99
03/02/2023,26/01/2023,Hardcore,Coin Pack - 1000,02h 42m,17,7,One-time,No,94
09/02/2023,30/01/2023,Hardcore,Lifetime Membership,00h 54m,36,13,Subscription,Yes,939
31/01/2023,16/01/2023,Hardcore,Coin Pack - 5000,00h 13m,1,1,One-time,No,212
17/01/2023,01/01/2023,Whales,Power-Up Bundle,00h 22m,6,6,One-time,Yes,237
28/01/2023,23/01/2023,Hardcore,Character Skin,02h 46m,28,13,One-time,Yes,110
25/01/2023,05/01/2023,Casual,Power-Up Bundle,01h 30m,29,4,One-time,No,222
10/02/2023,18/01/2023,Casual,Power-Up Bundle,02h 37m,35,3,One-time,No,201
08/02/2023,21/01/2023,Casual,Coin Pack - 10000,02h 48m,33,1,One-time,No,472
17/01/2023,21/12/2022,Casual,Power-Up Bundle,01h 45m,28,2,One-time,Yes,151
17/01/2023,30/12/2022,Casual,Character Skin,00h 46m,31,2,One-time,No,161
06/02/2023,11/01/2023,Casual,Coin Pack - 5000,00h 46m,28,2,One-time,No,221
31/01/2023,05/01/2023,Hardcore,Character Skin,01h 08m,35,14,One-time,No,187
15/01/2023,02/01/2023,Hardcore,Power-Up Bundle,00h 25m,18,8,One-time,Yes,151
16/01/2023,12/01/2023,Casual,Season Pass,01h 24m,29,0,Subscription,No,416
27/01/2023,11/01/2023,Whales,Lifetime Membership,01h 07m,7,12,Subscription,Yes,945
31/01/2023,11/01/2023,Casual,Premium Weapon,01h 44m,29,0,One-time,No,205
23/01/2023,20/01/2023,Hardcore,Limited-Time Offer Pack,00h 34m,21,10,One-time,Yes,85
02/02/2023,28/01/2023,Hardcore,Ultra Bundle,02h 47m,12,11,One-time,No,648
10/02/2023,16/01/2023,Casual,Power-Up Bundle,02h 59m,18,2,One-time,Yes,228
29/01/2023,23/01/2023,Hardcore,Coin Pack - 10000,02h 58m,10,9,One-time,Yes,468
24/01/2023,03/01/2023,Hardcore,Ultra Bundle,02h 19m,22,6,One-time,No,510
31/01/2023,18/01/2023,Hardcore,Lifetime Membership,02h 19m,18,8,Subscription,No,956
06/02/2023,13/01/2023,Casual,Coin Pack - 1000,01h 03m,16,2,One-time,No,93
